1.0,32.0
2.0,29.0
3.0,32.0
4.0,32.0
5.0,33.0
6.0,27.0
7.0,34.0
8.0,22.0
9.0,30.0
10.0,35.0
11.0,27.0
12.0,23.0
13.0,28.0
14.0,34.0
15.0,35.0
16.0,45.0
17.0,36.0
18.0,26.0
19.0,23.0
20.0,16.0
21.0,23.0
22.0,25.0
23.0,20.0
24.0,36.0
25.0,26.0
26.0,34.0
27.0,34.0
28.0,41.0
29.0,38.0
30.0,38.0
31.0,37.0
32.0,43.0
33.0,36.0
34.0,38.0
35.0,34.0
36.0,30.0
37.0,33.0
38.0,41.0
39.0,42.0
40.0,37.0
41.0,33.0
42.0,34.0
43.0,36.0
44.0,25.0
45.0,35.0
46.0,41.0
47.0,46.0
48.0,41.0
49.0,34.0
50.0,39.0
51.0,29.0
52.0,32.0
53.0,29.0
54.0,20.0
55.0,25.0
56.0,32.0
57.0,24.0
58.0,22.0
59.0,34.0
60.0,25.0
61.0,30.0
62.0,30.0
63.0,32.0
64.0,34.0
65.0,29.0
66.0,28.0
67.0,24.0
68.0,22.0
69.0,27.0
70.0,23.0
71.0,22.0
72.0,52.0
73.0,32.0
74.0,30.0
75.0,29.0
76.0,53.0
77.0,32.0
78.0,23.0
79.0,40.0
80.0,33.0
81.0,71.0
82.0,26.0
83.0,22.0
84.0,14.0
85.0,20.0
86.0,27.0
87.0,31.0
88.0,28.0
89.0,46.0
90.0,65.0
91.0,30.0
92.0,36.0
93.0,27.0
94.0,36.0
95.0,31.0
96.0,30.0
97.0,33.0
98.0,40.0
99.0,38.0
100.0,29.0
101.0,37.0
102.0,40.0
103.0,42.0
104.0,25.0
105.0,24.0
106.0,33.0
107.0,48.0
108.0,55.0
109.0,38.0
110.0,27.0
111.0,27.0
112.0,38.0
113.0,36.0
114.0,31.0
115.0,34.0
116.0,32.0
117.0,27.0
118.0,29.0
119.0,33.0
120.0,33.0
121.0,32.0
122.0,32.0
123.0,46.0
124.0,36.0
125.0,40.0
126.0,45.0
127.0,44.0
128.0,25.0
129.0,25.0
130.0,24.0
131.0,40.0
132.0,38.0
133.0,41.0
134.0,42.0
135.0,43.0
136.0,39.0
137.0,33.0
138.0,29.0
139.0,40.0
140.0,31.0
141.0,37.0
142.0,58.0
143.0,69.0
144.0,64.0
145.0,71.0
146.0,44.0
147.0,40.0
148.0,26.0
149.0,24.0
150.0,29.0
151.0,25.0
152.0,30.0
153.0,33.0
154.0,36.0
155.0,32.0
156.0,36.0
157.0,35.0
158.0,33.0
159.0,33.0
160.0,26.0
161.0,28.0
162.0,50.0
163.0,59.0
164.0,29.0
165.0,23.0
166.0,27.0
167.0,35.0
168.0,35.0
169.0,34.0
170.0,30.0
171.0,31.0
172.0,35.0
173.0,18.0
174.0,34.0
175.0,27.0
176.0,29.0
177.0,24.0
178.0,27.0
179.0,30.0
180.0,32.0
181.0,23.0
182.0,31.0
183.0,24.0
184.0,25.0
185.0,19.0
186.0,14.0
187.0,24.0
188.0,28.0
189.0,26.0
190.0,23.0
191.0,23.0
192.0,33.0
193.0,25.0
194.0,27.0
195.0,20.0
196.0,42.0
197.0,37.0
198.0,57.0
199.0,45.0
200.0,63.0
201.0,33.0
202.0,46.0
203.0,30.0
204.0,32.0
205.0,19.0
206.0,20.0
207.0,24.0
208.0,39.0
209.0,38.0
210.0,40.0
211.0,42.0
212.0,41.0
213.0,27.0
214.0,29.0
215.0,25.0
216.0,34.0
217.0,20.0
218.0,24.0
219.0,18.0
220.0,20.0
221.0,24.0
222.0,25.0
223.0,35.0
224.0,24.0
225.0,37.0
226.0,59.0
227.0,52.0
228.0,34.0
229.0,63.0
230.0,74.0
231.0,70.0
232.0,32.0
233.0,29.0
234.0,32.0
235.0,31.0
236.0,46.0
237.0,36.0
238.0,32.0
239.0,36.0
240.0,19.0
241.0,14.0
242.0,25.0
243.0,26.0
244.0,28.0
245.0,29.0
246.0,34.0
247.0,52.0
248.0,37.0
249.0,31.0
250.0,32.0
251.0,27.0
252.0,27.0
253.0,30.0
254.0,35.0
255.0,23.0
256.0,31.0
257.0,39.0
258.0,40.0
259.0,31.0
260.0,26.0
261.0,36.0
262.0,36.0
263.0,36.0
264.0,27.0
265.0,32.0
266.0,34.0
267.0,26.0
268.0,27.0
269.0,31.0
270.0,41.0
271.0,25.0
272.0,27.0
273.0,28.0
